17424668, 713
16170687, 703
17424590, 702
18678552, 698
17424655, 697
18678590, 693
17425058, 692
16170865, 692
16170669, 690
14917071, 689
17425135, 688
17424781, 686
16170986, 684
14916828, 682
14917096, 681
16170649, 680
16170940, 680
18678814, 678
14917224, 677
14916717, 674
17424609, 674
14917051, 673
16171026, 672
16170831, 672
18678789, 672
18679394, 713
17424668, 713
18679342, 707
14917888, 705
16171627, 704
16170687, 703
17424590, 702
16171808, 699
18678552, 698
14917443, 698
17424655, 697
14917615, 697
18679139, 696
14917532, 696
18679306, 695
14917363, 694
18678590, 693
14917738, 692
16170865, 692
17425058, 692
18679103, 691
16171651, 690
16170669, 690
16171769, 690
17425183, 690
16183525, 732
14920732, 726
18680572, 725
17435959, 725
14927911, 725
16178222, 724
16176886, 724
14928607, 720
18682179, 720
16179614, 718
16177001, 718
18682313, 717
18680834, 717
16179005, 716
16181594, 716
18684744, 716
16180781, 715
14928412, 714
16173427, 713
17433166, 713
17424668, 713
17429641, 713
17424642, 713
18679394, 713
16176805, 713
18767797, 739
16281276, 736
18780521, 734
16202492, 734
18695097, 734
18779423, 733
16183525, 732
18727633, 731
18796904, 731
17539604, 730
17443160, 729
17483876, 728
14944051, 728
16266748, 728
17540323, 728
18739804, 727
18795848, 727
14957722, 727
14920732, 726
15017914, 726
14931135, 726
17515971, 726
16281141, 726
17507599, 726
16297125, 726
16183525, 732
17435959, 725
18680572, 725
16178222, 724
14928607, 720
18682179, 720
16179614, 718
16177001, 718
18682313, 717
18680834, 717
16181594, 716
16179005, 716
16180781, 715
14928412, 714
14927091, 713
17433166, 713
16176805, 713
18679394, 713
16173427, 713
17424668, 713
17429641, 713
18683916, 712
14924583, 712
18685586, 711
17430286, 710
16183525, 732
14920732, 726
18680572, 725
17435959, 725
18687178, 724
16178222, 724
16176886, 724
16182118, 724
17431898, 723
17426602, 722
14928607, 720
18682179, 720
14920209, 719
16177001, 718
16179664, 718
16179614, 718
18682313, 717
18680834, 717
18684744, 716
16181594, 716
16180781, 715
17435379, 715
17433166, 713
18688663, 713
17424668, 713
16183525, 732
14920732, 726
18680572, 725
17435959, 725
14927911, 725
16178222, 724
16176886, 724
18687204, 722
16180835, 720
16177001, 718
16179614, 718
18680834, 717
18682313, 717
16177591, 717
16179005, 716
14924483, 715
14928412, 714
16173427, 713
16176805, 713
17424668, 713
17424642, 713
17429641, 713
17433166, 713
18683916, 712
14919660, 712
16183525, 732
14920732, 726
18680572, 725
17435959, 725
14927911, 725
16178222, 724
16176886, 724
14928607, 720
18682179, 720
16179614, 718
16177001, 718
18682313, 717
18680834, 717
16179005, 716
16181594, 716
18684744, 716
16180781, 715
14928412, 714
16173427, 713
17433166, 713
17424668, 713
17429641, 713
17424642, 713
18679394, 713
16176805, 713
16183525, 732
17432824, 726
14920732, 726
18680572, 725
14927911, 725
17435959, 725
16178222, 724
17431898, 723
14928607, 720
18685502, 720
14928324, 720
17428358, 718
16177851, 718
16179614, 718
16177001, 718
18682313, 717
18684250, 717
18680834, 717
18684744, 716
16181594, 716
16180781, 715
18686735, 714
14920144, 714
14926763, 714
16173427, 713
17424668, 713
17425527, 707
18679342, 707
18679073, 707
14917888, 705
16170687, 703
17424590, 702
16171808, 699
14917443, 698
18678552, 698
17424655, 697
14917615, 697
18679139, 696
14917532, 696
18679306, 695
16170911, 693
18678590, 693
16170865, 692
17425058, 692
18679103, 691
16171769, 690
16170669, 690
17425183, 690
14917071, 689
18679305, 689
16253402, 736
16202492, 734
15032607, 732
14936780, 732
16183525, 732
18796904, 731
18727633, 731
17485863, 730
18760926, 729
17443160, 729
14944051, 728
17483876, 728
17540323, 728
17489938, 727
14950748, 727
17515265, 727
17514844, 727
14957165, 726
15011779, 726
14920732, 726
16297125, 726
18721841, 726
16214314, 725
17515231, 725
15023726, 725
16281276, 736
16276282, 734
18695097, 734
16202492, 734
14948735, 733
18779423, 733
14936780, 732
16183525, 732
18727633, 731
14955166, 731
18796904, 731
15011059, 730
14997422, 730
18788386, 730
14952646, 729
17443160, 729
14944051, 728
17540323, 728
16266748, 728
17483876, 728
18699339, 728
17489938, 727
17515265, 727
16275376, 727
14920732, 726
